Time,Clock ,Input to Input,Enabled 1 Bit Counter 1 output,Enabled 1 Bit Counter TC 1 output,Input to Moore 1,NS of Moore 1,output of Moore 1,PS of Moore 1,Enabled 2 Bit Counter And1 output,Enabled 1 Bit Counter 2 output,Enabled 1 Bit Counter TC 2 output,Input to Moore 2,NS of Moore 2,output of Moore 2,PS of Moore 2,Enabled 2 Bit Counter 1 output,Enabled 2 Bit Counter TC1 output,Enabled 4 Bit Counter And1 output,Enabled 1 Bit Counter 3 output,Enabled 1 Bit Counter TC 3 output,Input to Moore 3,NS of Moore 3,output of Moore 3,PS of Moore 3,Enabled 2 Bit Counter And2 output,Enabled 1 Bit Counter 4 output,Enabled 1 Bit Counter TC 4 output,Input to Moore 4,NS of Moore 4,output of Moore 4,PS of Moore 4,Enabled 2 Bit Counter 2 output,Enabled 2 Bit Counter TC2 output,Enabled 4 Bit Counter 1 output,Enabled 4 Bit Counter TC1 output
21.530000000000005,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
21.540000000000006,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
21.550000000000008,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
22.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
22.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
22.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
22.520000000000003,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,0,0,1,0,0,0,1,0,7,0
22.530000000000005,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
22.540000000000006,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
22.550000000000008,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
23.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
23.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
23.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,7,0
23.520000000000003,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,2,0,8,0
23.530000000000005,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
23.540000000000006,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
23.550000000000008,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
24.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
24.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
24.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
24.520000000000003,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
24.530000000000005,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
24.540000000000006,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
24.550000000000008,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
25.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
25.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
25.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
25.520000000000003,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
25.530000000000005,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
25.540000000000006,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
25.550000000000008,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
26.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
26.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
26.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
26.520000000000003,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,1,1,0,1,3,1,2,0,11,0
26.530000000000005,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
26.540000000000006,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
26.550000000000008,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
27.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
27.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
27.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,11,0
27.520000000000003,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,1,1,0,1,3,1,3,1,12,0
27.530000000000005,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
27.540000000000006,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
27.550000000000008,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
28.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
28.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
28.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
28.520000000000003,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
28.530000000000005,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
28.540000000000006,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
28.550000000000008,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
29.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
29.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
29.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
29.520000000000003,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
29.530000000000005,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
29.540000000000006,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
29.550000000000008,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
30.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
30.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
30.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
30.520000000000003,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,15,1
30.530000000000005,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
30.540000000000006,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
30.550000000000008,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
31.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
31.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
31.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,15,1
31.520000000000003,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31.530000000000005,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.540000000000006,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.550000000000008,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
33.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
33.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
33.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
34.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
34.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
34.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
34.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
35.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
35.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
35.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0
35.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,4,0
35.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
35.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
35.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
36.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
36.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
36.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
36.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
36.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
36.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
36.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
37.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
37.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
37.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
37.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
37.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
37.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
37.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
38.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
38.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
38.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
38.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,0,0,1,0,0,0,1,0,7,0
38.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
38.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
38.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
39.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
39.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
39.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,7,0
39.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,2,0,8,0
39.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
39.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
39.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
40.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
40.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
40.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
40.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
40.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
40.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
40.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
41.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
41.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
41.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
41.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
41.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
41.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
41.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
42.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
42.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
42.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
42.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,1,1,0,1,3,1,2,0,11,0
42.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
42.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
42.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
43.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
43.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
43.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,11,0
43.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,1,1,0,1,3,1,3,1,12,0
43.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
43.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
43.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
44.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
44.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
44.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
44.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
44.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
44.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
44.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
45.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
45.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
45.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,13,0
45.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
45.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
45.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
45.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
46.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
46.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
46.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,14,0
46.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,15,1
46.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
46.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
